sample,fastq_1,fastq_2,bam,seq_type
DNPM-18,,,/home/qheiss/old/old/WES_Pilot/230929_A01542_0078_BHWNTKDRX2/results/preprocessing/mapped/DNPM-18/DNPM-18.bam,dna
